date,home_team,away_team,home_score,away_score,H_rank,A_rank,Rank_diff,Rank_value,H_xG,A_xG,H_attack,H_defence,A_attack,A_defence
9/3/2010,Faroe Islands,Serbia,0,3,113,25,88,0.44,4.114797673,0.4697083339,1.607751635,0.6771297578,0.5978106067,1.670669732
9/3/2010,France,Belarus,0,1,2,89,-87,-0.435,2.210515839,0.7714097068,1.145811512,0.8167527946,0.8139574843,1.259335739
9/3/2010,Greece,Georgia,1,1,51,91,-40,-0.2,1.787906607,0.6474315332,0.8592807927,0.9256386588,0.6027810827,1.358222135
9/3/2010,Iceland,Norway,1,2,52,42,10,0.05,1.643911717,0.7823315335,1.084512069,0.9140319044,0.7376268745,0.9894758076
9/3/2010,Kazakhstan,Turkey,0,3,124,29,95,0.475,1.81993686,0.9111815828,0.7954767637,1.220885472,0.6431869996,1.493447299
9/3/2010,Latvia,Croatia,0,3,138,14,124,0.62,1.748509915,0.7459742857,0.6878239051,0.791076158,0.812667351,1.65940316
9/3/2010,Liechtenstein,Spain,0,4,186,6,180,0.9,1.6609157,0.857186394,0.853624061,1.215361104,0.6078230794,1.270112006
9/3/2010,Lithuania,Scotland,0,0,134,44,90,0.45,2.349335303,0.6730215086,1.199401,0.9851161975,0.5887741505,1.278620541
9/3/2010,Luxembourg,Bosnia and Herzegovina,0,3,96,55,41,0.205,1.716687329,1.297318281,1.114546623,0.9623450194,1.161777565,1.005435095
9/3/2010,Moldova,Finland,2,0,177,54,123,0.615,1.724064898,0.9764022057,1.064742587,0.9441514319,0.8912393358,1.056988016
9/3/2010,Montenegro,Wales,1,0,64,17,47,0.235,3.770381606,0.5984169017,1.427937308,0.6386564761,0.8075023252,1.72360302
9/3/2010,Portugal,Cyprus,4,4,5,97,-92,-0.46,1.913818718,0.9091740932,1.05848209,1.100283659,0.7121141899,1.180261832
9/3/2010,Romania,Albania,1,1,43,66,-23,-0.115,2.645012467,0.9452390928,1.262024592,0.9862839502,0.8259370714,1.368109897
9/3/2010,San Marino,Netherlands,0,5,210,16,194,0.97,2.307617482,0.7365145505,1.005184577,1.033612018,0.6140885946,1.49857707
9/3/2010,Slovakia,North Macedonia,1,0,36,62,-26,-0.13,2.530745367,0.6991494368,0.9679458923,0.9672856811,0.6229059853,1.706704951
9/3/2010,Slovenia,Northern Ireland,0,1,63,48,15,0.075,2.817612159,0.6712874509,1.164108891,0.6678961702,0.866177356,1.579969435
9/3/2010,Sweden,Hungary,2,0,18,37,-19,-0.095,2.479342582,0.6679118858,1.120275453,0.8748117984,0.6579786335,1.444683785
9/4/2010,Poland,Ukraine,1,1,21,24,-3,-0.015,3.047298855,0.6593250791,1.165033871,0.9362351086,0.6069066877,1.707409037
9/7/2010,Albania,Luxembourg,1,0,66,96,-30,-0.15,1.939407673,1.131432237,0.8079521246,1.298821991,0.7507341393,1.566911836
9/7/2010,Austria,Kazakhstan,2,0,23,124,-101,-0.505,1.968047741,0.600807391,0.962694576,0.983937305,0.5262293787,1.334468059
9/7/2010,Belarus,Romania,0,0,89,43,46,0.23,2.836763303,0.8836589816,1.432470442,1.01740456,0.7485111374,1.292702265
9/7/2010,Bosnia and Herzegovina,France,0,2,55,2,53,0.265,1.603839552,1.011636521,0.857335965,1.129917535,0.7715871769,1.22115546
9/7/2010,Bulgaria,Montenegro,0,1,71,64,7,0.035,2.492735006,0.8312620549,1.106211573,1.140028804,0.6283901701,1.470953669
9/7/2010,Croatia,Greece,0,0,14,51,-37,-0.185,2.118706707,0.5232209012,1.081044601,0.7341272121,0.6142158405,1.279346861
9/7/2010,Czech Republic,Lithuania,0,1,40,134,-94,-0.47,2.416904977,0.5330338309,1.015197534,0.6439053593,0.7134113013,1.554068296
9/7/2010,Denmark,Iceland,1,0,10,52,-42,-0.21,2.026747142,1.121138742,0.9196940347,1.186983294,0.8139955004,1.438524552
9/7/2010,Georgia,Israel,0,0,91,85,6,0.03,2.031588796,1.056151709,1.247203214,1.099109172,0.8281189536,1.063309433
9/7/2010,Germany,Azerbaijan,6,1,12,110,-98,-0.49,2.608314849,0.8292878198,0.8859039624,0.9712366222,0.7358469387,1.921916205
9/7/2010,Hungary,Moldova,2,1,37,177,-140,-0.7,2.54414708,0.8181528097,1.08327287,0.9714572575,0.7258016976,1.53308215
9/7/2010,Republic of Ireland,Andorra,3,1,47,158,-111,-0.555,1.432617208,1.499764847,0.9515522529,1.382026634,0.9352204785,0.9827851834
9/7/2010,Italy,Faroe Islands,5,0,7,113,-106,-0.53,1.548341474,1.492852162,0.8140605479,1.235583925,1.0412423,1.241569736
9/7/2010,North Macedonia,Armenia,2,2,62,90,-28,-0.14,2.163934263,1.088563596,1.033554623,1.035819122,0.9056849121,1.366695324
9/7/2010,Malta,Latvia,0,2,175,138,37,0.185,1.563491577,1.122725833,0.6151114557,1.625085112,0.5953945495,1.659215551
9/7/2010,Netherlands,Finland,2,1,16,54,-38,-0.19,1.739505023,1.029627638,1.074278051,0.9956188169,0.8912393358,1.056988016
9/7/2010,Norway,Portugal,1,0,42,5,37,0.185,1.498422625,0.8751873822,0.775413229,1.005435095,0.7501606133,1.26142721
9/7/2010,Russia,Slovakia,0,1,38,36,2,0.01,1.946563079,0.7505503296,1.233798463,0.8284500583,0.7807657213,1.029876944
9/7/2010,Scotland,Liechtenstein,2,1,44,186,-142,-0.71,1.839253692,0.4982960715,1.033554623,0.9156641042,0.4689845379,1.16163391
9/7/2010,Serbia,Slovenia,1,1,25,63,-38,-0.19,2.916874663,0.5360703922,1.261351198,0.6378775844,0.7242553818,1.509533734
9/7/2010,Sweden,San Marino,6,0,18,210,-192,-0.96,1.777406269,0.9920014679,1.120275453,0.8748117984,0.977248323,1.035673744
9/7/2010,Switzerland,England,1,3,13,4,9,0.045,1.016585937,0.8049238957,0.6221327902,0.7340855973,0.9449642266,1.066650361
9/7/2010,Turkey,Belgium,3,2,29,1,28,0.14,2.460510752,0.6415248745,1.178714628,0.7577715292,0.729596038,1.362629142
10/8/2010,Albania,Bosnia and Herzegovina,1,1,66,55,11,0.055,1.244453257,1.75091623,0.8079521246,1.298821991,1.161777565,1.005435095
10/8/2010,Andorra,North Macedonia,0,2,158,62,96,0.48,2.085972718,0.6732685968,0.7978316387,0.9314790788,0.6229059853,1.706704951
10/8/2010,Armenia,Slovakia,3,1,90,36,54,0.27,1.368897522,1.091364453,0.8676542142,1.204637329,0.7807657213,1.029876944
10/8/2010,Austria,Azerbaijan,3,0,23,110,-87,-0.435,2.834404929,0.8401322641,0.962694576,0.983937305,0.7358469387,1.921916205
10/8/2010,Cyprus,Norway,1,2,97,42,55,0.275,1.364193961,0.8189024283,0.8999782651,0.9567592688,0.7376268745,0.9894758076
10/8/2010,Czech Republic,Scotland,1,0,40,44,-4,-0.02,1.988525444,0.4399096852,1.015197534,0.6439053593,0.5887741505,1.278620541
10/8/2010,Georgia,Malta,1,0,91,175,-84,-0.42,2.683612192,0.9743863547,1.247203214,1.099109172,0.7640074827,1.40457073
10/8/2010,Germany,Turkey,3,0,12,29,-17,-0.085,2.026821334,0.7248615392,0.8859039624,0.9712366222,0.6431869996,1.493447299
10/8/2010,Greece,Latvia,1,0,51,138,-87,-0.435,2.184121705,0.6394978494,0.8592807927,0.9256386588,0.5953945495,1.659215551
10/8/2010,Hungary,San Marino,8,0,37,210,-173,-0.865,1.718698723,1.10159354,1.08327287,0.9714572575,0.977248323,1.035673744
10/8/2010,Republic of Ireland,Russia,2,3,47,38,9,0.045,1.904913974,1.142602793,0.9515522529,1.382026634,0.7125020516,1.306783989
10/8/2010,Kazakhstan,Belgium,0,2,124,1,123,0.615,1.660519928,1.033594387,0.7954767637,1.220885472,0.729596038,1.362629142
10/8/2010,Luxembourg,Belarus,0,0,96,89,7,0.035,2.150199169,0.9089191909,1.114546623,0.9623450194,0.8139574843,1.259335739
10/8/2010,Moldova,Netherlands,0,1,177,16,161,0.805,2.44434571,0.6727681714,1.064742587,0.9441514319,0.6140885946,1.49857707
10/8/2010,Montenegro,Switzerland,1,0,64,13,51,0.255,1.906859663,0.4672544939,1.427937308,0.6386564761,0.6305120881,0.8717072744
10/8/2010,Northern Ireland,Italy,0,0,48,7,41,0.205,2.683540594,0.4670043118,1.501932008,0.514625631,0.7820539764,1.166323364
10/8/2010,Portugal,Denmark,3,1,5,10,-5,-0.025,2.604419749,1.218455894,1.05848209,1.100283659,0.954360379,1.606159034
10/8/2010,Serbia,Estonia,1,3,25,116,-91,-0.455,2.407911004,0.7925550532,1.261351198,0.6378775844,1.070777777,1.246136125
10/8/2010,Slovenia,Faroe Islands,5,1,63,113,-50,-0.25,2.214132696,0.8069627822,1.164108891,0.6678961702,1.0412423,1.241569736
10/8/2010,Spain,Lithuania,3,1,6,134,-128,-0.64,2.400376899,0.9173773783,1.008255075,1.108192719,0.7134113013,1.554068296
10/8/2010,Wales,Bulgaria,0,1,17,71,-54,-0.27,2.71380425,1.387880885,1.275871257,1.221538352,0.9791570111,1.388457988
10/9/2010,France,Romania,2,0,2,43,-41,-0.205,2.269084203,0.7093844188,1.145811512,0.8167527946,0.7485111374,1.292702265
10/9/2010,Israel,Croatia,1,2,85,14,71,0.355,2.936880196,0.9287626868,1.155301659,0.9849160113,0.812667351,1.65940316
10/12/2010,Armenia,Andorra,4,0,90,158,-68,-0.34,1.306303835,1.307263316,0.8676542142,1.204637329,0.9352204785,0.9827851834
10/12/2010,Azerbaijan,Turkey,1,0,110,29,81,0.405,2.599478791,0.5772639783,1.136206987,0.7734717406,0.6431869996,1.493447299
10/12/2010,Belarus,Albania,2,0,89,66,23,0.115,3.002241163,0.9750645982,1.432470442,1.01740456,0.8259370714,1.368109897
10/12/2010,Belgium,Austria,4,4,1,23,-22,-0.11,2.03003475,0.8372450681,0.9012864573,0.861309614,0.8377232206,1.470285606
10/12/2010,Croatia,Norway,2,1,14,42,-28,-0.14,1.638655703,0.628348819,1.081044601,0.7341272121,0.7376268745,0.9894758076
10/12/2010,Denmark,Cyprus,2,0,10,97,-87,-0.435,1.662879019,0.9808147668,0.9196940347,1.186983294,0.7121141899,1.180261832
10/12/2010,England,Montenegro,0,0,4,64,-60,-0.3,1.741918819,0.7110730873,0.773018693,0.9751964454,0.6283901701,1.470953669
10/12/2010,Estonia,Slovenia,0,1,116,63,53,0.265,2.261441636,0.7726076587,0.9779207017,0.9193365539,0.7242553818,1.509533734
10/12/2010,Faroe Islands,Northern Ireland,1,1,113,48,65,0.325,3.8914062,0.6805679225,1.607751635,0.6771297578,0.866177356,1.579969435
10/12/2010,Finland,Hungary,1,2,54,37,17,0.085,2.130360495,0.8893557354,0.9625900775,1.16485259,0.6579786335,1.444683785
10/12/2010,France,Luxembourg,2,0,2,96,-94,-0.47,2.750405094,0.7114912184,1.145811512,0.8167527946,0.7507341393,1.566911836
10/12/2010,Greece,Israel,2,1,51,85,-34,-0.17,1.399695905,0.8894610983,0.8592807927,0.9256386588,0.8281189536,1.063309433
10/12/2010,Iceland,Portugal,1,3,52,5,47,0.235,2.095730846,0.7956248929,1.084512069,0.9140319044,0.7501606133,1.26142721
10/12/2010,Italy,Serbia,3,0,7,25,-18,-0.09,2.083465116,0.8570943163,0.8140605479,1.235583925,0.5978106067,1.670669732
10/12/2010,Kazakhstan,Germany,0,3,124,12,112,0.56,1.968258927,0.6386042676,0.7954767637,1.220885472,0.450779483,1.615160966
10/12/2010,Latvia,Georgia,1,1,138,91,47,0.235,1.431156049,0.5533127263,0.6878239051,0.791076158,0.6027810827,1.358222135
10/12/2010,Liechtenstein,Czech Republic,0,2,186,40,146,0.73,1.451924136,1.30818548,0.853624061,1.215361104,0.9276224316,1.110294928
10/12/2010,North Macedonia,Russia,0,1,62,38,24,0.12,2.069074649,0.8563726582,1.033554623,1.035819122,0.7125020516,1.306783989
10/12/2010,Netherlands,Sweden,4,1,16,18,-2,-0.01,2.800292629,0.90478603,1.074278051,0.9956188169,0.7831772096,1.70156206
10/12/2010,San Marino,Moldova,0,2,210,177,33,0.165,2.360750902,0.8704990058,1.005184577,1.033612018,0.7258016976,1.53308215
10/12/2010,Scotland,Spain,2,3,44,6,38,0.19,2.011010676,0.6458120219,1.033554623,0.9156641042,0.6078230794,1.270112006
10/12/2010,Slovakia,Republic of Ireland,1,1,36,47,-11,-0.055,1.654218415,0.6736097313,0.9679458923,0.9672856811,0.6001514287,1.115585469
10/12/2010,Switzerland,Wales,4,1,13,17,-4,-0.02,1.642703791,0.6878333583,0.6221327902,0.7340855973,0.8075023252,1.72360302
11/16/2010,Scotland,Faroe Islands,3,0,44,113,-69,-0.345,1.965818749,1.106319943,1.033554623,0.9156641042,1.0412423,1.241569736
11/17/2010,Albania,North Macedonia,0,0,66,62,4,0.02,2.11243326,0.9387822869,0.8079521246,1.298821991,0.6229059853,1.706704951
11/17/2010,Austria,Greece,1,2,23,51,-28,-0.14,1.886756062,0.7012634253,0.962694576,0.983937305,0.6142158405,1.279346861
11/17/2010,Bulgaria,Serbia,0,1,71,25,46,0.23,2.831181573,0.7908100683,1.106211573,1.140028804,0.5978106067,1.670669732
11/17/2010,Croatia,Malta,3,0,14,175,-161,-0.805,2.326088034,0.6508211889,1.081044601,0.7341272121,0.7640074827,1.40457073
11/17/2010,Denmark,Czech Republic,0,0,10,40,-30,-0.15,1.564302165,1.277640288,0.9196940347,1.186983294,0.9276224316,1.110294928
11/17/2010,England,France,1,2,4,2,2,0.01,1.44610515,0.8731118054,0.773018693,0.9751964454,0.7715871769,1.22115546
11/17/2010,Estonia,Liechtenstein,1,1,116,186,-70,-0.35,1.740250802,0.5002945852,0.9779207017,0.9193365539,0.4689845379,1.16163391
11/17/2010,Finland,San Marino,8,0,54,210,-156,-0.78,1.527225856,1.320896085,0.9625900775,1.16485259,0.977248323,1.035673744
11/17/2010,Hungary,Lithuania,2,0,37,134,-97,-0.485,2.578973553,0.8041858576,1.08327287,0.9714572575,0.7134113013,1.554068296
11/17/2010,Republic of Ireland,Norway,1,2,47,42,5,0.025,1.442370207,1.182894175,0.9515522529,1.382026634,0.7376268745,0.9894758076
11/17/2010,Israel,Iceland,3,2,85,52,33,0.165,2.54596012,0.9302805719,1.155301659,0.9849160113,0.8139955004,1.438524552
11/17/2010,Italy,Romania,1,1,7,43,-36,-0.18,1.612108021,1.073157007,0.8140605479,1.235583925,0.7485111374,1.292702265
11/17/2010,Montenegro,Azerbaijan,2,0,64,110,-46,-0.23,4.204191698,0.545315142,1.427937308,0.6386564761,0.7358469387,1.921916205
11/17/2010,Netherlands,Turkey,1,0,16,29,-13,-0.065,2.457794259,0.7430586652,1.074278051,0.9956188169,0.6431869996,1.493447299
11/17/2010,Portugal,Spain,4,0,5,6,-1,-0.005,2.059512614,0.7760230099,1.05848209,1.100283659,0.6078230794,1.270112006
11/17/2010,Russia,Belgium,0,2,38,1,37,0.185,2.575495638,0.7013608972,1.233798463,0.8284500583,0.729596038,1.362629142
11/17/2010,Slovakia,Bosnia and Herzegovina,2,3,36,55,-19,-0.095,1.490884647,1.303978689,0.9679458923,0.9672856811,1.161777565,1.005435095
11/17/2010,Slovenia,Georgia,1,2,63,91,-28,-0.14,2.422162808,0.4671553391,1.164108891,0.6678961702,0.6027810827,1.358222135
11/17/2010,Sweden,Germany,0,0,18,12,6,0.03,2.771912721,0.4575847288,1.120275453,0.8748117984,0.450779483,1.615160966
11/17/2010,Switzerland,Ukraine,2,2,13,24,-11,-0.055,1.627269891,0.5169652794,0.6221327902,0.7340855973,0.6069066877,1.707409037
12/10/2010,Bosnia and Herzegovina,Poland,2,2,55,21,34,0.17,1.554437181,0.981381269,0.857335965,1.129917535,0.7485111374,1.18354074
2/6/2011,Moldova,Poland,0,1,177,21,156,0.78,1.930486452,0.8200355349,1.064742587,0.9441514319,0.7485111374,1.18354074
2/8/2011,Cyprus,Sweden,0,2,97,18,79,0.395,2.345949915,0.8694717355,0.8999782651,0.9567592688,0.7831772096,1.70156206
2/8/2011,Republic of Ireland,Wales,3,0,47,17,30,0.15,2.512515845,1.294949832,0.9515522529,1.382026634,0.8075023252,1.72360302
2/8/2011,Romania,Ukraine,2,2,43,24,19,0.095,3.300990805,0.694570987,1.262024592,0.9862839502,0.6069066877,1.707409037
2/9/2011,Albania,Slovenia,1,2,66,63,3,0.015,1.868389299,1.091526072,0.8079521246,1.298821991,0.7242553818,1.509533734
2/9/2011,Andorra,Moldova,1,2,158,177,-19,-0.095,1.873767072,0.784483537,0.7978316387,0.9314790788,0.7258016976,1.53308215
2/9/2011,Armenia,Georgia,1,2,90,91,-1,-0.005,1.805329196,0.8425752162,0.8676542142,1.204637329,0.6027810827,1.358222135
2/9/2011,Azerbaijan,Hungary,0,2,110,37,73,0.365,2.514601526,0.5905395536,1.136206987,0.7734717406,0.6579786335,1.444683785
2/9/2011,Belarus,Kazakhstan,1,1,89,124,-35,-0.175,2.928416018,0.6212430165,1.432470442,1.01740456,0.5262293787,1.334468059
2/9/2011,Belgium,Finland,1,1,1,54,-53,-0.265,1.459391559,0.8907306376,0.9012864573,0.861309614,0.8912393358,1.056988016
2/9/2011,Croatia,Czech Republic,4,2,14,40,-26,-0.13,1.838742393,0.7901968861,1.081044601,0.7341272121,0.9276224316,1.110294928
2/9/2011,Cyprus,Romania,1,1,97,43,54,0.27,1.7822534,0.8309859757,0.8999782651,0.9567592688,0.7485111374,1.292702265
2/9/2011,Denmark,England,1,2,10,4,6,0.03,1.502811035,1.301525627,0.9196940347,1.186983294,0.9449642266,1.066650361
2/9/2011,Germany,Italy,1,1,12,7,5,0.025,1.582867422,0.8813624178,0.8859039624,0.9712366222,0.7820539764,1.166323364
2/9/2011,Israel,Serbia,0,2,85,25,60,0.3,2.956820239,0.683212122,1.155301659,0.9849160113,0.5978106067,1.670669732
2/9/2011,Luxembourg,Slovakia,2,1,96,36,60,0.3,1.758419524,0.8718550554,1.114546623,0.9623450194,0.7807657213,1.029876944
2/9/2011,Malta,Switzerland,0,0,175,13,162,0.81,0.8214164701,1.188946405,0.6151114557,1.625085112,0.6305120881,0.8717072744
2/9/2011,Netherlands,Austria,3,1,16,23,-7,-0.035,2.419676626,0.9678017411,1.074278051,0.9956188169,0.8377232206,1.470285606
2/9/2011,Norway,Poland,0,1,42,21,21,0.105,1.40590294,0.8732629936,0.775413229,1.005435095,0.7485111374,1.18354074
2/9/2011,San Marino,Liechtenstein,0,1,210,186,24,0.12,1.788768007,0.5624822528,1.005184577,1.033612018,0.4689845379,1.16163391
2/9/2011,Scotland,Northern Ireland,3,0,44,48,-4,-0.02,2.501618272,0.9203134407,1.033554623,0.9156641042,0.866177356,1.579969435
2/9/2011,Sweden,Ukraine,1,1,18,24,-6,-0.03,2.930227345,0.6160689263,1.120275453,0.8748117984,0.6069066877,1.707409037
3/11/2011,Gibraltar,Faroe Islands,3,0,195,113,82,0.41,2.069282894,1.537071966,1.087952235,1.272183181,1.0412423,1.241569736
3/25/2011,Austria,Belgium,0,2,23,1,22,0.11,2.009579162,0.8329954765,0.962694576,0.983937305,0.729596038,1.362629142
3/25/2011,Hungary,Netherlands,0,4,37,16,21,0.105,2.486885962,0.6922253154,1.08327287,0.9714572575,0.6140885946,1.49857707
3/25/2011,Lithuania,Poland,2,0,134,21,113,0.565,2.174635832,0.85561517,1.199401,0.9851161975,0.7485111374,1.18354074
3/25/2011,Luxembourg,France,0,2,96,2,94,0.47,2.085009878,0.8616056808,1.114546623,0.9623450194,0.7715871769,1.22115546
3/25/2011,Serbia,Northern Ireland,2,1,25,48,-23,-0.115,3.052977689,0.641116444,1.261351198,0.6378775844,0.866177356,1.579969435
3/25/2011,Slovenia,Italy,0,1,63,7,56,0.28,2.079943332,0.6060918317,1.164108891,0.6678961702,0.7820539764,1.166323364
3/25/2011,Spain,Czech Republic,2,1,6,40,-34,-0.17,1.714935117,1.192832007,1.008255075,1.108192719,0.9276224316,1.110294928
3/26/2011,Albania,Belarus,1,0,66,89,-23,-0.115,1.558712711,1.226716209,0.8079521246,1.298821991,0.8139574843,1.259335739
3/26/2011,Andorra,Slovakia,0,1,158,36,122,0.61,1.258738488,0.8438914604,0.7978316387,0.9314790788,0.7807657213,1.029876944
3/26/2011,Armenia,Russia,0,0,90,38,52,0.26,1.736958356,0.9959446099,0.8676542142,1.204637329,0.7125020516,1.306783989
3/26/2011,Bosnia and Herzegovina,Romania,2,1,55,43,12,0.06,1.6978076,0.981381269,0.857335965,1.129917535,0.7485111374,1.292702265
3/26/2011,Bulgaria,Switzerland,0,0,71,13,58,0.29,1.477228878,0.834069021,1.106211573,1.140028804,0.6305120881,0.8717072744
3/26/2011,Cyprus,Iceland,0,0,97,52,45,0.225,1.983299128,0.9036857454,0.8999782651,0.9567592688,0.8139955004,1.438524552
3/26/2011,Georgia,Croatia,1,0,91,14,77,0.385,3.170502172,1.036445317,1.247203214,1.099109172,0.812667351,1.65940316
3/26/2011,Germany,Kazakhstan,4,0,12,124,-112,-0.56,1.811063794,0.5930521569,0.8859039624,0.9712366222,0.5262293787,1.334468059
3/26/2011,Republic of Ireland,North Macedonia,2,1,47,62,-15,-0.075,2.487883336,0.9989222019,0.9515522529,1.382026634,0.6229059853,1.706704951
3/26/2011,Israel,Latvia,2,1,85,138,-53,-0.265,2.936548157,0.6804509137,1.155301659,0.9849160113,0.5953945495,1.659215551
3/26/2011,Malta,Greece,0,1,175,51,124,0.62,1.205538389,1.158216836,0.6151114557,1.625085112,0.6142158405,1.279346861
3/26/2011,Norway,Denmark,1,1,42,10,32,0.16,1.907922247,1.113420442,0.775413229,1.005435095,0.954360379,1.606159034
3/26/2011,Wales,England,0,2,17,4,13,0.065,2.084816614,1.339415203,1.275871257,1.221538352,0.9449642266,1.066650361
3/29/2011,Belgium,Azerbaijan,4,1,1,110,-109,-0.545,2.653604623,0.7354269347,0.9012864573,0.861309614,0.7358469387,1.921916205
3/29/2011,Cyprus,Bulgaria,0,1,97,71,26,0.13,1.914272171,1.087045608,0.8999782651,0.9567592688,0.9791570111,1.388457988
3/29/2011,Czech Republic,Liechtenstein,2,0,40,186,-146,-0.73,1.806586484,0.350407436,1.015197534,0.6439053593,0.4689845379,1.16163391
3/29/2011,Estonia,Serbia,1,1,116,25,91,0.455,2.50284045,0.637721258,0.9779207017,0.9193365539,0.5978106067,1.670669732
3/29/2011,France,Croatia,0,0,2,14,-12,-0.06,2.912755395,0.7701870122,1.145811512,0.8167527946,0.812667351,1.65940316
3/29/2011,Greece,Poland,0,0,51,21,30,0.15,1.557963351,0.8039564068,0.8592807927,0.9256386588,0.7485111374,1.18354074
3/29/2011,Israel,Georgia,1,0,85,91,-6,-0.03,2.403837589,0.6888926659,1.155301659,0.9849160113,0.6027810827,1.358222135
3/29/2011,Lithuania,Spain,1,3,134,6,128,0.64,2.333701735,0.6947961379,1.199401,0.9851161975,0.6078230794,1.270112006
3/29/2011,Netherlands,Hungary,5,3,16,37,-21,-0.105,2.377543228,0.7601470885,1.074278051,0.9956188169,0.6579786335,1.444683785
3/29/2011,Northern Ireland,Slovenia,0,0,48,63,-15,-0.075,3.473217789,0.4324898234,1.501932008,0.514625631,0.7242553818,1.509533734
3/29/2011,Portugal,Finland,2,0,5,54,-49,-0.245,1.713927703,1.137867671,1.05848209,1.100283659,0.8912393358,1.056988016
3/29/2011,Romania,Luxembourg,3,1,43,96,-53,-0.265,3.029362883,0.859173515,1.262024592,0.9862839502,0.7507341393,1.566911836
3/29/2011,Slovakia,Denmark,1,2,36,10,26,0.13,2.381653333,1.07117372,0.9679458923,0.9672856811,0.954360379,1.606159034
3/29/2011,Sweden,Moldova,2,1,18,177,-159,-0.795,2.631050404,0.7367588489,1.120275453,0.8748117984,0.7258016976,1.53308215
3/29/2011,Turkey,Austria,2,0,29,23,6,0.03,2.654906923,0.7365997839,1.178714628,0.7577715292,0.8377232206,1.470285606
3/29/2011,Ukraine,Italy,0,2,24,7,17,0.085,1.969028267,0.7038485788,1.102031616,0.7756213589,0.7820539764,1.166323364
